,Article Title,Article Date
4,Brazilian retailer Magazine Luiza prices share issue at 43 reais each -filing,Nov 13 2019
5,"Frustration, safety fears at finance firms as protests paralyse Hong Kong",Nov 13 2019
6,"EMERGING MARKETS-Shares dip after Trump's trade speech, Hong Kong protests",Nov 13 2019
7,"Lebanon slides deeper into chaos, no sign of new government",Nov 13 2019
8,GLOBAL MARKETS-European shares knocked off four-year highs on Trump speech,Nov 13 2019
9,Sterling steady as hopes of Tory election win overshadows weak data,Nov 13 2019
0,Alibaba poised to launch record-breaking $15 bln HK share sale -sources,Nov 13 2019
1,FOREX-New Zealand dollar set for biggest jump this year on cbank surprise,Nov 13 2019
2,MORNING BID EUROPE-No big trade signal as Powell takes the stand,Nov 13 2019
3,Zimbabwe central bank will not allow miners to keep all forex earnings,Nov 13 2019
4,"European shares fall on Hong Kong unrest, Trump's disappointing trade comments",Nov 13 2019
5,Euro zone bond yields fall after Trump threatens tariffs on China,Nov 13 2019
6,UPDATE 1-French group Air Liquide confirms possible sale of German unit Schuelke,Nov 13 2019
7,UPDATE 1-Japan's MUFG posts 6.3% fall in H1 net profit as one-time factor peels off,Nov 13 2019
8,Russia to cut share of U.S. dollar in National Wealth Fund,Nov 13 2019
9,PRECIOUS-Gold firms as doubts over U.S.-China trade deal curb risk appetite,Nov 13 2019
0,Japan's largest lender MUFG posts 6.3% fall in H1 net profit,Nov 13 2019
1,Battle for Mediobanca: Italy's richest man takes on seasoned CEO,Nov 13 2019
2,"Nikkei slips as Trump speech, Hong Kong unrest dent mood",Nov 13 2019
3,JGBs rise on doubts over U.S.-China trade talks,Nov 13 2019
4,PRESS DIGEST- New York Times business news - Nov 13,Nov 13 2019
5,PRESS DIGEST - Wall Street Journal - Nov 13,Nov 13 2019
6,GLOBAL MARKETS-Asian stocks hit by trade confusion and HK unrest,Nov 13 2019
7,"UPDATE 4-NZ holds interest rates, clips doves' wings as kiwi soars",Nov 13 2019
8,FOREX-Kiwi takes flight as New Zealand's central bank surprises by standing pat,Nov 13 2019
9,"Morning News Call - India, November 13",Nov 12 2019
0,UPDATE 3-Chile's finance minister calls for return to 'normality' as peso slides,Nov 12 2019
1,"GLOBAL MARKETS-Asian shares slide on trade disappointment, HK unrest",Nov 12 2019
2,FOREX-Kiwi takes flight as New Zealand's central bank surprises by standing pat,Nov 12 2019
3,"PRECIOUS-Gold hit by uncertainty over U.S.-China trade deal, firmer dollar",Nov 12 2019
4,Nikkei drops as Trump offers mixed signals on China trade deal,Nov 12 2019
5,UPDATE 1-Alibaba-backed EV startup XPeng says raises $400 mln for growth,Nov 12 2019
6,PRESS DIGEST- Financial Times - Nov 13,Nov 12 2019
7,PRESS DIGEST-British Business - Nov 13,Nov 12 2019
8,New Zealand central bank keeps rates unchanged,Nov 12 2019
9,FOREX-Dollar holds gains as investors cling to trade hopes,Nov 12 2019
0,GLOBAL MARKETS-Asian stocks fall on fears U.S.-China trade stalling,Nov 12 2019
1,UPDATE 6-Man killed as protests sweep Lebanon after Aoun interview,Nov 12 2019
2,Fed's Kashkari says he takes comfort from yield curve shape,Nov 12 2019
3,UPDATE 1-Brazilian retailer Magazine Luiza concludes $1.1 bln share offering- sources,Nov 12 2019
4,Puerto Rico gets near-failing grade on infrastructure report card,Nov 12 2019
5,Brazilian retailer Magazine Luiza prices share offering at 43 reais- sources,Nov 12 2019
6,UK Prime Minister Johnson to declare Britain can end 'the groundhoggery of Brexit',Nov 12 2019
7,"GLOBAL MARKETS-Stocks, dollar rise as Trump says trade deal is near",Nov 12 2019
8,UPDATE 1-Brazil's BNDES hiring banks to sell at least $1.2 bln in JBS shares -sources,Nov 12 2019
9,UPDATE 1-Stronger regulations could help protect against cyber attacks -Bank of Canada official,Nov 12 2019
0,US STOCKS-S&P 500 ekes out gain after Trump trade remarks,Nov 12 2019
1,UPDATE 3-Canada pension fund Caisse CEO Sabia to quit earlier than planned,Nov 12 2019
2,"CANADA FX DEBT-C$ steadies near 1-month low, weighed by BoC's more dovish stance",Nov 12 2019
3,UPDATE 4-Trump says China trade deal 'close' but dashes hopes for signing details,Nov 12 2019
4,US STOCKS SNAPSHOT-S&P 500 ekes out gain after Trump trade remarks,Nov 12 2019
5,"Fed's election year challenge: Is slowing U.S. job growth a ""material"" change?",Nov 12 2019
6,"GLOBAL MARKETS-Stocks, dollar rise as Trump says trade deal is near",Nov 12 2019
7,"No tariff adjustments until deal made, Kudlow says - CNBC",Nov 12 2019
8,Brazil's BNDES hiring banks to sell stake in meatpacker JBS -sources,Nov 12 2019
9,Protesters block Lebanon roads after Aoun urges them to go home,Nov 12 2019
0,"Lebanon's Aoun calls on protesters to go home, warns of catastrophe",Nov 12 2019
1,FOREX-Dollar stalls after Trump speech reveals little on trade,Nov 12 2019
2,"US STOCKS-S&P 500, Nasdaq hold near record levels after Trump remarks",Nov 12 2019
3,EMERGING MARKETS-Chile's peso sinks to record low as unrest grows; Latam stocks slump,Nov 12 2019
4,UPDATE 3-Canada's Trudeau to seek formal backing for minority government,Nov 12 2019
5,Lebanon's Aoun says found Hariri hesitant about being PM,Nov 12 2019
6,TREASURIES-Yields stay below three-month highs as Trump says trade deal close,Nov 12 2019
7,"Fed's Harker says he opposed last rate cut, thinks rates should stay put",Nov 12 2019
8,"US STOCKS-S&P 500, Nasdaq hold at record levels after Trump remarks",Nov 12 2019
9,UPDATE 2-Thyssenkrupp's elevator business gets at least 3 bidders-sources,Nov 12 2019
0,REFILE-UPDATE 2-Canada pension fund Caisse CEO Sabia to step down for university role,Nov 12 2019
1,"UPDATE 2-Mediobanca bets on wealth management, seeks M&A deals",Nov 12 2019
2,"Brazil private sector does more heavy lifting, but economy still struggling",Nov 12 2019
3,Trump says U.S. close to signing 'phase one' trade deal with China,Nov 12 2019
4,Trump bashes Europe for 'terrible' trade barriers,Nov 12 2019
5,Give me some of that: Trump renews call for negative U.S. interest rates,Nov 12 2019
6,Stronger regulations could help protect against cyber attacks -Bank of Canada official,Nov 12 2019
7,Brexit Party leader Farage snubs calls not to contest Labour seats,Nov 12 2019
8,"UPDATE 2-German data, earnings nudge Europe near 4-year highs; Madrid lags",Nov 12 2019
9,Canada pension fund Caisse CEO to step down in 2020,Nov 12 2019
0,Most Wall Street workers to get slightly smaller bonuses in 2019 - study,Nov 12 2019
1,"US STOCKS-S&P 500, Nasdaq at record highs ahead of Trump speech",Nov 12 2019
2,"After second cyber attack, UK Labour says it has security in place",Nov 12 2019
3,Thyssenkrupp elevator unit attracts at least three major bidders-sources,Nov 12 2019
4,UPDATE 2-Spanish bond yields near 4-month highs on coalition concerns,Nov 12 2019
5,GLOBAL MARKETS-Stocks climb as investors hope Trump delivers on trade,Nov 12 2019
6,UPDATE 2-Sterling edges down from six-month high vs euro as Brexit Party boost ebbs,Nov 12 2019
7,"U.S. Treasury to sell $95 bln in 4-, 8-week bills",Nov 12 2019
8,"Chile's central bank president says despite peso fall, Chile is fiscally 'solid'",Nov 12 2019
9,UPDATE 3-Nigerian 'unicorn' Interswitch sells stake to Visa,Nov 12 2019
0,Lebanon banks to seek security conditions to enable staff to resume work,Nov 12 2019
1,"US STOCKS-Tech stocks lift S&P 500, Nasdaq to record highs; Trump speech awaited",Nov 12 2019
2,Alibaba-backed EV startup XPeng raises nearly $400 mln for growth -sources,Nov 12 2019
3,Hungary accepts big penalty for mismanaging EU funds,Nov 12 2019
4,CANADA FX DEBT-C$ recovers from 1-month low amid hopes for trade reassurance,Nov 12 2019
5,UK Labour Party undergoing second cyber attack - source,Nov 12 2019
6,FOREX-Dollar lifted by cautious optimism for Trump trade speech,Nov 12 2019
7,CANADA STOCKS-TSX rises as investors await trade signals from Trump,Nov 12 2019
8,Chile's peso plummets beyond historic low to over 800 per dollar,Nov 12 2019
9,Brazil's Bolsonaro absent as Congress ratifies pension reform,Nov 12 2019
0,EMERGING MARKETS-Chile peso slumps to record low; Trump trade speech eyed,Nov 12 2019
1,CANADA STOCKS-TSX opens higher as investors hope Trump to signal progress on trade deal,Nov 12 2019
2,US STOCKS SNAPSHOT-Wall Street edges higher at open with focus on Trump speech,Nov 12 2019
3,TREASURIES-Yields just below three-month highs before Trump speech,Nov 12 2019
4,Baltic index snaps 10-day losing streak as capesize rates rise,Nov 12 2019
5,IMF mission to resume talks on new Ukraine loan deal,Nov 12 2019
6,Side effects of ECB policy becoming more tangible - De Guindos,Nov 12 2019
7,GAM appoints former BlackRock exec as Chief Operating Officer,Nov 12 2019
8,US STOCKS-Wall Street set to open flat as focus shifts to Trump speech,Nov 12 2019
9,"GLOBAL MARKETS-Stocks climb, investors seek enlightenment from Trump on trade",Nov 12 2019
0,Lebanese bank staff union calls for strike action on Wednesday,Nov 12 2019
1,NY Fed accepts $76.94 bln in overnight repo bids,Nov 12 2019
2,Dean Foods files for Chapter 11,Nov 12 2019
3,NY Fed accepts $35 bln in 14-day repo bids,Nov 12 2019
4,ADNOC aims to make Murban a 'replacement' for Brent crude,Nov 12 2019
5,US STOCKS-Futures flat ahead of Trump speech,Nov 12 2019
6,ICE looks to new Abu Dhabi exchange to expand to other crude grades -CEO,Nov 12 2019
7,FOREX-Dollar edges up on positive hopes for Trump trade speech,Nov 12 2019
8,CANADA STOCKS-TSX futures higher ahead of Trump's trade speech,Nov 12 2019
9,UPDATE 1-Brazil services activity rises at fastest pace in over a year,Nov 12 2019
0,"UK's Corbyn ""very nervous"" about election after cyber attack",Nov 12 2019
1,"U.N. official calls for new, competent Lebanese govt",Nov 12 2019
2,PRESS DIGEST- Canada - Nov 12,Nov 12 2019
3,Lebanese banks close on security fears amid talks on new gov't,Nov 12 2019
4,"Croatia eying euro adoption by 2024, PM says",Nov 12 2019
5,Cyber attack on UK Labour was short-lived attempt to take down websites - source,Nov 12 2019
6,Egypt's sovereign wealth fund to raise authorized capital to up to 1 trillion pounds,Nov 12 2019
7,UPDATE 1-UK Labour Party targeted in large-scale cyber attack ahead of election,Nov 12 2019
8,"Fed's Clarida does not comment on economy, monetary policy in remarks in Switzerland",Nov 12 2019
9,"UPDATE 1-German investor sentiment rises on trade developments, ZEW reports",Nov 12 2019
0,Turkish current account surplus higher than expected in September,Nov 12 2019
1,UK Labour Party targeted in large-scale cyber attack,Nov 12 2019
2,GLOBAL MARKETS-Stocks seek enlightenment from Trump on trade,Nov 12 2019
3,"UPDATE 1-'Shameful' of UK not to publish report on Russian meddling, says Hillary Clinton",Nov 12 2019
4,Merkel: Think British parliament will approve Brexit deal,Nov 12 2019
5,CEE MARKETS-Zloty falls as Polish central bank forecasts growth slowdown,Nov 12 2019
6,UPDATE 1-Investor cash at lowest since June 2013 as optimism rises: BAML,Nov 12 2019
7,FOREX-Dollar edges up ahead of potentially market-moving Trump trade speech,Nov 12 2019
8,EMERGING MARKETS-EM stocks rebound ahead of Trump's trade speech,Nov 12 2019
9,"Sterling edges off six-month highs vs euro, jobs data awaited",Nov 12 2019
0,Investor cash levels at lowest since June 2013 as global optimism rises: BAML,Nov 12 2019
1,UPDATE 1-Lebanon's banks shut as staff strike over safety fears,Nov 12 2019
2,Chipmakers drive European shares higher,Nov 12 2019
3,Eurozone government bonds fall as traders expect Trump to postpone European auto tariffs,Nov 12 2019
4,"Angular Ventures closes $41 mln fund with focus on Israel, European startups",Nov 12 2019
5,PRECIOUS-Gold edges down as market turns optimistic on trade negotiations,Nov 12 2019
6,'Necessary procedure' - Britain says of Russia meddling report delay,Nov 12 2019
7,Hillary Clinton: 'shameful' of UK not to publish report on Russian meddling,Nov 12 2019
8,Lebanese banks closed due to strike -union head,Nov 12 2019
9,"GLOBAL MARKETS-Asia stocks in dark on trade, seek enlightenment from Trump",Nov 12 2019
0,Japanese shares rise on hopes weaker yen will boost corporate earnings,Nov 12 2019
1,Giant Aramco listing a critical test for young Saudi exchange,Nov 12 2019
2,JGB prices stumble after weak 30-year auction,Nov 11 2019
3,FOREX-Sterling holds gains as Brexit Party pledge eases hung parliament fears,Nov 11 2019
4,"GLOBAL MARKETS-Asia shares left guessing on trade, await Trump speech",Nov 11 2019
5,"Japan's Nikkei edges up on exporters, TOPIX falls",Nov 11 2019
6,Mexico's Pemex says operations normal after cyber attack,Nov 11 2019
7,FOREX-Pound holds gains as Brexit Party pledge eases hung parliament fears,Nov 11 2019
8,PRESS DIGEST-British Business - Nov 12,Nov 11 2019
9,PRESS DIGEST-Financial Times - Nov 12,Nov 11 2019
0,"RPT-UPDATE 2-China Oct new bank loans dip to 22-mth low, more easing expected",Nov 11 2019
1,GLOBAL MARKETS-Asia shares turn sluggish ahead of Trump speech,Nov 11 2019
2,RPT-UPDATE 1-India's Sept industrial output falls at the fastest pace in six years,Nov 11 2019
3,PG&E to offer $13.5 bln in compensation to wildfire victims - Bloomberg,Nov 11 2019
4,Deals of the day-Mergers and acquisitions,Nov 11 2019
5,"US STOCKS-S&P 500, Nasdaq slip on trade uncertainty; Boeing buoys Dow",Nov 11 2019
6,"GLOBAL MARKETS-Dollar, stocks slip amid trade deal uncertainty",Nov 11 2019
7,Nasdaq short interest down 0.7% in late October,Nov 11 2019
8,"Brazil reform process can withstand Lula release, regional tensions - Treasury Secretary",Nov 11 2019
9,UPDATE 3-WeWork begins search for a new CEO-sources,Nov 11 2019
0,"US STOCKS SNAPSHOT-Trade uncertainty pushes down S&P 500, Nasdaq",Nov 11 2019
1,FOREX-U.S. dollar lower on mixed trade signals,Nov 11 2019
2,"GLOBAL MARKETS-Dollar, stocks slip amid trade deal uncertainty",Nov 11 2019
3,EMERGING MARKETS-Chile's peso at 16-yr low on constitution overhaul; Latam assets retreat,Nov 11 2019
4,"US STOCKS-S&P 500, Nasdaq dip on trade uncertainty; Boeing lifts Dow",Nov 11 2019
5,PRECIOUS-Gold slips to over 3-month low as equities rise on 'risk-on' sentiment,Nov 11 2019
6,UPDATE 5-Turkey starts repatriating Islamic State detainees,Nov 11 2019
7,"UPDATE 6-Lebanon c.bank says bank deposits are safe, banks to review curbs",Nov 11 2019
8,"UPDATE 1-Lebanon banks discuss staff strike call, say they will protect employees",Nov 11 2019
9,"US STOCKS-S&P 500, Nasdaq slip as Trump, Hong Kong sour mood; Boeing lifts Dow",Nov 11 2019
0,WeWork in talks to hire T-Mobile's John Legere as CEO - WSJ,Nov 11 2019
1,"Lebanon banking association to protect staff, talk to union - statement",Nov 11 2019
2,"UPDATE 2-Defensive stocks help European shares end flat, London lags",Nov 11 2019
3,METALS-Copper slides as China data weighs on sentiment,Nov 11 2019
4,"US STOCKS-Wall Street slips as Trump, Hong Kong dampen mood",Nov 11 2019
5,UPDATE 2-EU signals initial approval of NordLB rescue plan -sources,Nov 11 2019
6,"UPDATE 3-Sell-off grips southern European bond markets, Spain uncertainty weighs",Nov 11 2019
7,Pound climbs to 6-month highs vs euro as Conservatives get Brexit Party boost,Nov 11 2019
8,"GLOBAL MARKETS-Dollar, stocks slip amid trade deal uncertainty",Nov 11 2019
9,UPDATE 4-China's Jingye Group agrees outline deal to rescue British Steel,Nov 11 2019
0,EMERGING MARKETS-Chile's peso leads Latam FX lower; stocks retreat,Nov 11 2019
1,UPDATE 3-Election gift for PM Johnson: Brexit Party stands down in Conservative seats,Nov 11 2019
2,"US STOCKS-Wall Street falls as Trump, Hong Kong sour mood",Nov 11 2019
3,"CANADA STOCKS-TSX snaps 6-day run on U.S.-China trade deal jitters, energy drag",Nov 11 2019
4,FOREX-Dollar falls on mixed trade war news,Nov 11 2019
5,CANADA STOCKS-TSX opens lower as oil prices fall,Nov 11 2019
6,"US STOCKS SNAPSHOT-Wall Street opens lower as Trump, Hong Kong sour mood",Nov 11 2019
7,"US STOCKS-Wall Street set for weak open as Trump, Hong Kong sour mood",Nov 11 2019
8,Baltic index falls for 10th session to over 4-month low,Nov 11 2019
9,UPDATE 1-India's Sept industrial output falls at the fastest pace in six years,Nov 11 2019
0,Labour's Corbyn says Trump got his wish of Johnson-Farage deal,Nov 11 2019
1,REFILE-UPDATE 2-Pound strengthens after Conservatives receive Brexit Party boost,Nov 11 2019
2,"Hezbollah says it wants to keep ""door open"" in talks on new govt",Nov 11 2019
3,"CORRECTED-INSIGHT-US company directors compensated more than ever, but now risk backlash",Nov 11 2019
4,UPDATE 1-Top 3 investor AOC does not intend to accept bid for PNE,Nov 11 2019
5,Lebanese banks hope for positive impact from c.bank statements,Nov 11 2019
6,London's share of global yuan trading declines in August vs May- report,Nov 11 2019
7,Lebanon's Speaker Berri postpones parliament session,Nov 11 2019
